# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 9.599200361414049,2.819763712000002,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 9.652221801414047,2.8303680000000018,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 9.705665641414047,2.841056768000002,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 9.759535721414046,2.851830784000002,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 9.813835881414047,2.862690816000002,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 9.868569961414048,2.873637632000002,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 9.923741801414046,2.884672000000002,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 9.980476164617686,2.8957946880000023,3.0,0.0,0.19209704214276754,-0.13929755109554853,0,0.0,0.0,0.0
 10.04073136027981,2.907006464000002,3.0,0.0,0.18004600301034274,-0.19999999999999862,0,0.0,0.0,0.0
 10.105857932637145,2.9183080960000023,3.0,0.0,0.16702068853887594,-0.19999999999999923,0,0.0,0.0,0.0
 10.177105891617487,2.929700352000002,3.0,0.0,0.15277109674280773,-0.19999999999999782,0,0.0,0.0,0.0
 10.256389450695403,2.9411840000000025,3.0,0.0,0.13691438492722424,-0.20000000000000204,0,0.0,0.0,0.0
 10.34692380076237,2.9527598080000024,3.0,0.0,0.11880751491383094,-0.19999999999999818,0,0.0,0.0,0.0
 10.454964173693485,2.964428544000002,3.0,0.0,0.09719944032760797,-0.200000000000001,0,0.0,0.0,0.0
 10.596622937163488,2.9761909760000025,3.0,0.0,0.06886768763360734,-0.19999999999999976,0,0.0,0.0,0.0
 10.940961375331526,2.9880478720000028,3.0,0.0,0,-0.19999999999999957,0,0.0,0.0,0.0
